0 0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2400	4.33	1.82	5.38	3.41	3.35	3.78	0.89	4.00	1.98	1.93	7.39	7.26	2.10	1.64	1.31	2.01	2.53	2.66	1.10	2.98	2.86	5.17	0.93	1.46	2.00	4.71	1.96	4.58	5.53	3.90	7.58	14.20	36.38	19.46	8.48	1.77	2.59	4.06	6.58	32.17	6.21	5.62	2.86	2.53	5.06	2.27	2.11	1.11	0.79	0.14	0.55	0.53	0.39	0.19	0.61	0.82	0.08	0.56	0.68	0.17	0.23	0.16	0.30	0.32	0.12	0.26	0.20	0.33	0.31	0.22	0.09	0.03	0.11	0.15	0.06	0.25	0.19	0.15	0.30	0.09	0.10	0.25	0.04	0.11	0.08	0.07	0.02	0.17

2467	4.71	5.52	9.40	6.35	10.53	2.78	8.62	4.37	4.06	0.44	3.95	1.29	2.71	1.15	1.73	0.62	3.08	2.29	3.38	4.45	3.43	3.51	1.30	3.57	5.84	2.88	3.00	4.12	6.96	4.65	3.98	17.60	52.37	40.55	2.89	6.47	4.81	6.99	7.14	25.56	35.79	4.62	2.12	2.95	3.00	4.33	0.73	2.80	2.21	1.61	2.71	2.68	0.95	0.82	0.37	1.41	1.16	1.24	0.21	0.20	0.58	0.96	0.30	0.69	0.35	0.32	0.18	0.65	0.12	0.48	0.48	0.26	0.18	0.07	0.25	0.38	0.06	0.46	0.03	0.44	0.18	0.07	0.29	0.46	0.20	0.19	0.08	0.33

2533	3.81	4.17	7.20	5.20	7.58	4.04	7.34	3.56	3.61	1.11	3.93	3.68	1.75	0.06	2.03	1.26	1.90	1.71	1.29	3.97	1.88	4.55	3.25	1.97	0.56	4.03	1.98	5.05	1.25	4.44	3.86	10.21	18.20	10.67	13.09	5.73	3.57	2.45	6.34	8.49	31.66	9.19	3.82	3.06	2.54	4.09	2.00	2.66	1.48	1.36	1.42	0.89	0.94	0.96	1.41	0.89	0.89	1.24	0.48	0.38	0.75	0.59	0.47	0.28	0.47	0.63	0.36	0.44	0.38	0.26	0.47	0.22	0.16	0.24	0.30	0.24	0.28	0.26	0.25	0.32	0.19	0.12	0.21	0.49	0.18	0.16	0.09	0.11

2600	3.65	3.32	6.90	3.15	5.73	0.81	4.01	2.78	0.58	0.56	3.81	4.42	0.51	0.22	3.65	1.13	2.30	2.39	3.35	3.09	5.56	1.91	1.20	1.50	2.13	3.39	2.22	2.22	5.21	3.42	3.84	11.90	26.14	34.06	17.06	7.88	5.65	7.40	5.53	13.22	46.59	8.54	4.26	4.46	1.83	4.00	1.41	2.43	0.41	1.35	1.32	0.41	0.96	1.00	1.17	0.71	0.50	0.45	0.17	0.73	0.65	0.19	0.23	0.22	0.45	0.37	0.27	0.22	0.44	0.09	0.23	0.11	0.04	0.33	0.34	0.11	0.25	0.18	0.10	0.15	0.14	0.01	0.04	0.29	0.01	0.03	0.13	0.07

2667	0.74	0.48	4.70	1.32	3.35	1.75	1.97	1.67	1.05	0.71	4.95	7.01	1.23	1.31	4.74	0.53	4.66	1.26	6.21	1.87	4.06	1.71	2.26	0.67	0.61	0.92	1.56	1.19	2.03	2.64	2.65	3.19	10.78	6.66	2.87	2.24	1.55	2.72	3.31	7.54	11.99	1.76	1.27	2.21	1.53	0.31	0.24	0.19	0.45	0.30	0.08	0.82	0.13	0.37	0.23	0.30	0.15	0.11	0.01	0.02	0.02	0.10	0.12	0.32	0.07	0.14	0.07	0.13	0.09	0.40	0.08	0.04	0.04	0.05	0.11	0.17	0.05	0.02	0.04	0.07	0.02	0.08	0.01	0.08	0.04	0.02	0.05	0.08

2733	5.81	5.60	5.08	4.82	6.13	4.07	5.08	3.24	2.80	2.32	3.82	4.06	2.35	2.43	3.47	2.29	1.27	2.14	3.66	3.70	2.42	1.93	2.07	1.42	0.43	0.60	1.24	0.54	1.15	0.82	1.22	1.50	0.88	2.75	2.07	0.49	0.60	0.84	0.70	0.82	3.36	0.29	0.55	0.71	0.26	0.16	0.66	0.74	0.57	0.42	0.36	0.31	0.09	0.32	0.13	0.23	0.16	0.29	0.17	0.12	0.07	0.15	0.03	0.14	0.03	0.09	0.07	0.09	0.07	0.09	0.11	0.04	0.05	0.04	0.08	0.03	0.06	0.05	0.04	0.05	0.04	0.04	0.04	0.03	0.02	0.04	0.04	0.02

2800	11.37	11.22	4.25	10.46	7.52	9.20	8.47	7.11	6.03	5.04	5.09	4.19	2.79	2.39	3.59	1.76	3.14	1.04	3.43	3.46	1.14	0.73	1.60	1.32	2.70	0.55	2.03	0.61	2.90	2.44	0.71	1.35	0.91	3.08	2.79	1.07	0.76	1.22	0.38	1.61	1.71	0.80	0.57	0.95	0.28	0.40	0.38	0.71	0.65	0.50	0.30	0.40	0.17	0.37	0.07	0.25	0.32	0.34	0.32	0.25	0.08	0.19	0.11	0.18	0.06	0.07	0.14	0.10	0.10	0.10	0.15	0.01	0.01	0.05	0.08	0.05	0.05	0.04	0.02	0.05	0.05	0.05	0.06	0.03	0.03	0.03	0.06	0.05

2867	4.16	4.11	1.83	4.03	1.64	3.92	3.44	2.88	2.15	1.52	3.74	4.78	0.64	0.51	4.70	0.53	4.83	0.60	2.83	1.39	1.12	0.69	1.71	1.96	2.33	0.64	2.11	0.67	3.67	3.20	1.79	1.16	1.12	1.30	1.38	0.39	1.69	1.39	1.12	2.88	1.91	0.54	0.28	1.47	1.40	1.11	0.43	0.61	1.53	0.83	0.21	0.45	0.93	1.13	1.20	0.69	0.73	1.57	0.83	0.99	0.54	0.70	0.19	0.17	0.21	0.30	0.15	0.02	0.25	0.26	0.16	0.18	0.03	0.34	0.19	0.20	0.06	0.06	0.07	0.02	0.05	0.02	0.02	0.02	0.03	0.08	0.01	0.01

2933	3.99	2.96	8.18	3.55	7.32	3.59	5.61	3.92	3.89	3.45	5.27	5.47	1.39	0.64	3.02	1.16	3.96	2.57	3.66	3.22	3.03	4.48	4.85	5.00	5.18	2.41	3.55	3.01	6.02	4.88	2.90	6.87	7.33	8.54	6.00	3.65	2.07	0.67	2.74	2.58	8.62	2.82	1.85	2.20	1.24	2.10	0.65	2.66	0.87	1.14	0.65	5.93	5.66	0.91	10.71	4.05	2.80	4.05	3.42	6.41	3.87	1.53	3.93	2.00	2.17	5.93	2.21	0.21	2.06	2.04	0.59	0.37	0.02	1.25	0.22	0.14	0.45	0.13	0.10	0.15	0.03	0.08	0.08	0.07	0.04	0.07	0.01	0.02

3000	4.29	4.75	9.13	4.00	6.65	5.02	4.10	1.26	2.36	3.14	2.68	0.13	1.62	1.36	2.74	0.43	6.89	0.23	3.12	3.41	2.90	2.38	3.35	1.34	1.48	0.33	3.92	0.48	8.46	1.95	2.45	3.72	18.71	19.66	7.36	4.90	2.28	0.16	1.20	10.04	8.40	2.51	3.07	3.11	5.49	2.13	2.58	2.61	0.71	1.37	1.62	10.25	6.81	2.52	8.01	1.38	1.95	3.07	3.96	6.23	5.00	2.51	2.85	0.83	0.33	0.06	2.71	1.03	2.14	2.54	0.62	0.86	0.06	0.88	0.20	0.59	0.41	0.21	0.10	0.22	0.02	0.04	0.05	0.09	0.05	0.18	0.05	0.06

3067	6.70	6.24	6.70	3.70	5.61	5.20	5.28	3.66	3.66	3.93	3.40	3.62	3.22	2.29	1.27	2.20	2.40	3.01	1.20	1.46	0.79	3.82	4.97	3.40	3.59	2.98	3.43	3.43	5.34	2.23	0.85	10.32	24.61	25.24	4.22	2.71	0.83	1.75	2.29	8.03	5.43	0.65	1.75	2.91	4.34	1.28	1.94	1.02	2.32	0.77	1.77	6.60	6.95	0.97	17.12	5.59	3.36	1.19	1.70	1.14	1.02	1.58	1.50	1.70	1.63	5.60	0.43	0.76	0.41	0.42	0.18	0.38	0.03	0.18	0.09	0.60	0.02	0.21	0.08	0.05	0.02	0.13	0.04	0.08	0.09	0.10	0.02	0.06

3133	4.60	4.27	7.22	2.73	7.34	2.44	6.55	2.42	2.49	2.55	3.85	1.43	2.27	1.85	1.83	1.36	1.52	0.90	1.62	1.22	1.47	1.04	2.25	0.57	1.69	1.13	1.05	1.03	2.04	3.03	2.42	0.61	3.89	2.66	0.68	0.06	1.02	0.99	0.52	3.15	4.94	0.97	0.79	0.65	0.82	0.53	0.45	0.19	0.12	0.23	0.36	1.55	0.39	0.26	0.46	0.31	0.21	0.10	0.17	0.06	0.23	0.29	0.21	0.45	0.27	0.61	0.31	0.10	0.19	0.09	0.02	0.12	0.04	0.05	0.03	0.09	0.08	0.04	0.00	0.06	0.04	0.02	0.02	0.17	0.06	0.27	0.28	0.51

3200	6.26	5.87	10.49	4.48	8.21	3.79	6.63	2.87	2.51	2.56	0.21	1.34	2.25	2.27	3.49	2.19	1.61	2.04	0.82	0.96	1.06	0.73	1.56	1.36	2.14	0.81	0.95	0.70	1.86	1.14	1.52	0.48	0.84	2.05	2.20	0.49	1.03	1.16	0.83	0.73	1.49	0.06	0.17	0.77	0.59	0.27	0.10	0.13	0.29	0.09	0.08	0.35	0.08	0.21	0.57	0.20	0.18	0.17	0.09	0.08	0.13	0.27	0.09	0.19	0.16	0.10	0.16	0.12	0.10	0.06	0.02	0.04	0.00	0.05	0.03	0.02	0.07	0.05	0.01	0.06	0.06	0.01	0.03	0.25	0.05	0.25	0.24	0.59

3267	4.33	4.12	6.91	3.78	6.08	3.46	4.93	2.83	2.02	2.23	1.52	2.44	1.52	1.69	3.57	1.08	2.60	1.44	0.98	1.10	0.70	0.79	1.26	2.01	2.16	0.79	1.43	0.79	1.92	1.33	0.37	1.39	2.27	1.33	2.21	2.27	3.07	1.68	0.65	3.21	1.16	1.95	6.53	8.38	3.09	4.39	2.58	11.11	8.60	1.31	6.61	7.88	4.46	4.08	2.56	1.99	0.54	0.53	0.65	0.46	0.67	0.44	0.55	1.14	0.40	0.78	1.30	0.91	0.14	0.39	0.19	0.07	0.25	0.06	0.14	0.07	0.06	0.05	0.10	0.04	0.03	0.01	0.01	0.05	0.02	0.15	0.04	0.29

3333	12.15	11.72	6.25	8.91	5.09	7.39	5.10	4.42	5.97	5.41	4.97	2.80	3.75	3.70	2.75	3.19	3.92	3.22	2.97	2.34	1.59	1.52	0.95	3.80	1.25	1.16	2.93	0.54	9.56	10.99	10.71	3.45	3.98	2.96	0.77	1.04	2.02	2.49	1.06	2.49	3.25	1.07	3.98	11.87	3.61	3.88	2.60	12.68	9.88	1.70	8.52	5.00	6.86	3.64	4.26	3.93	0.47	0.48	0.10	0.65	0.65	0.73	2.74	0.82	1.13	3.28	1.51	0.75	0.14	0.51	0.22	0.28	0.21	0.18	0.06	0.09	0.07	0.20	0.02	0.00	0.13	0.02	0.08	0.08	0.06	0.06	0.03	0.10

3400	21.37	20.03	9.00	17.37	5.52	12.87	5.16	9.78	9.00	7.29	4.75	4.10	3.83	3.83	2.94	3.41	2.13	1.72	1.23	6.86	1.27	2.45	2.80	6.46	2.70	4.47	3.93	4.32	22.77	21.96	15.02	7.02	2.98	4.31	2.18	1.28	0.99	1.25	2.23	0.15	10.68	3.60	2.73	5.27	2.36	1.13	0.67	2.44	1.20	0.25	2.27	1.48	1.34	3.46	4.93	5.08	0.53	0.51	1.08	0.89	0.97	2.29	2.58	0.74	1.25	2.59	0.44	0.30	0.15	0.30	0.06	0.37	0.05	0.38	0.05	0.12	0.15	0.18	0.16	0.06	0.15	0.00	0.06	0.13	0.11	0.12	0.01	0.05

3467	12.24	12.31	12.37	9.63	7.96	9.10	4.64	8.62	7.90	6.78	3.77	5.38	5.58	5.34	2.41	3.98	3.31	2.83	2.67	4.80	3.06	2.47	0.50	2.48	1.38	3.61	3.65	3.12	22.00	20.31	12.37	3.59	2.97	4.67	3.66	2.12	1.31	2.56	1.74	5.18	11.03	3.93	1.75	0.36	0.90	0.77	1.62	1.43	0.74	1.06	0.71	1.13	1.27	0.95	1.02	0.33	0.62	0.65	0.69	0.19	0.16	1.18	0.60	0.66	0.28	0.16	0.16	0.29	0.15	0.08	0.07	0.04	0.06	0.29	0.01	0.05	0.19	0.03	0.10	0.11	0.01	0.08	0.02	0.09	0.07	0.04	0.00	0.02

3533	14.20	13.10	7.32	10.03	4.29	7.58	3.37	4.50	3.39	2.43	3.09	3.03	0.39	0.54	1.15	1.01	3.28	0.45	2.05	2.87	1.18	0.41	1.27	3.07	0.91	1.25	0.96	1.07	8.59	7.37	4.15	3.02	3.82	3.32	3.74	2.43	2.93	1.50	2.41	7.97	7.71	2.98	1.75	1.26	0.12	0.96	1.22	0.83	0.96	0.73	0.38	0.68	0.58	0.40	0.35	0.37	0.20	0.25	0.29	0.36	0.18	0.33	0.47	0.33	0.35	0.07	0.15	0.30	0.26	0.09	0.13	0.03	0.08	0.21	0.12	0.06	0.12	0.05	0.06	0.15	0.03	0.12	0.06	0.07	0.04	0.05	0.06	0.02

3600	5.65	4.29	12.58	3.45	8.01	2.96	7.65	1.73	1.33	0.99	0.59	0.79	0.39	1.12	3.77	2.22	1.95	2.04	3.45	3.09	2.30	1.22	2.90	3.42	1.09	1.20	3.25	1.08	8.10	5.76	3.11	3.21	1.99	2.62	5.43	1.55	1.27	1.04	0.26	2.90	2.92	0.15	0.45	0.47	0.45	0.30	0.20	0.24	0.58	0.26	0.45	0.19	0.22	0.21	0.11	0.19	0.20	0.12	0.01	0.18	0.06	0.02	0.10	0.06	0.05	0.14	0.11	0.11	0.05	0.11	0.08	0.01	0.07	0.05	0.08	0.06	0.03	0.04	0.06	0.05	0.03	0.02	0.01	0.05	0.02	0.04	0.04	0.02

3667	9.35	9.17	4.29	8.29	6.41	6.98	7.08	5.25	4.31	3.54	5.48	4.36	2.56	2.29	3.80	1.75	1.51	1.28	2.86	3.13	2.84	2.19	2.80	0.79	1.31	0.48	0.99	0.44	1.71	1.89	2.65	2.12	0.30	1.24	1.27	0.73	0.32	0.45	1.41	1.50	1.92	0.58	1.05	1.03	0.40	0.46	0.42	0.11	0.19	0.21	0.26	0.25	0.11	0.26	0.07	0.14	0.30	0.23	0.04	0.28	0.06	0.10	0.11	0.02	0.06	0.02	0.04	0.06	0.07	0.01	0.06	0.02	0.01	0.03	0.04	0.00	0.06	0.02	0.01	0.04	0.02	0.02	0.03	0.01	0.00	0.00	0.02	0.00

3733	14.80	12.24	17.53	9.42	13.79	7.93	9.99	6.77	6.22	5.70	3.79	4.02	4.21	3.86	3.26	3.27	2.07	2.93	2.26	3.57	2.20	0.66	1.64	1.32	0.92	0.68	2.64	0.35	2.00	0.93	0.34	1.83	0.52	1.32	0.17	0.59	1.77	1.06	0.61	1.98	0.15	0.57	0.85	0.70	0.38	0.03	0.32	0.24	0.40	0.40	0.32	0.29	0.15	0.49	0.09	0.05	0.10	0.29	0.16	0.30	0.12	0.14	0.11	0.10	0.03	0.06	0.04	0.00	0.04	0.10	0.14	0.07	0.02	0.02	0.12	0.05	0.00	0.03	0.03	0.00	0.02	0.01	0.04	0.02	0.01	0.02	0.06	0.02

3800	15.77	12.75	22.48	7.20	17.96	3.84	12.32	2.95	2.77	2.61	0.95	1.25	2.07	1.89	0.70	1.41	3.52	1.08	0.97	0.29	1.68	2.01	0.85	2.23	1.09	0.22	2.47	0.29	2.07	1.42	1.73	0.74	0.14	1.69	1.13	1.95	1.17	0.75	1.06	0.55	1.73	1.31	0.17	0.70	0.45	0.28	0.18	0.05	0.30	0.15	0.23	0.10	0.23	0.17	0.17	0.38	0.20	0.11	0.28	0.06	0.06	0.26	0.27	0.02	0.09	0.09	0.03	0.17	0.18	0.02	0.06	0.09	0.00	0.06	0.04	0.01	0.05	0.03	0.03	0.09	0.01	0.08	0.08	0.02	0.01	0.02	0.02	0.01

3867	2.05	1.93	13.07	1.66	13.69	2.67	11.18	3.52	3.97	4.01	1.63	3.48	3.32	3.20	3.73	3.01	0.96	2.79	2.15	1.81	0.55	0.72	1.46	2.04	0.16	1.44	1.85	1.11	2.73	2.23	1.26	1.19	1.19	2.47	1.27	1.02	1.37	1.16	0.48	0.24	1.00	0.99	0.49	0.41	0.35	0.17	0.27	0.41	0.39	0.24	0.06	0.15	0.28	0.17	0.08	0.28	0.11	0.02	0.24	0.13	0.12	0.13	0.16	0.04	0.06	0.03	0.03	0.13	0.11	0.02	0.02	0.02	0.07	0.06	0.04	0.01	0.02	0.02	0.00	0.06	0.02	0.06	0.04	0.00	0.01	0.00	0.02	0.00

3933	13.78	13.07	7.85	11.10	7.23	8.89	4.88	7.03	6.26	5.43	4.04	4.15	3.33	3.09	1.71	2.98	2.34	2.82	3.92	0.84	0.58	1.63	2.70	0.28	2.03	1.50	2.13	0.95	1.73	1.03	0.70	0.67	1.77	2.85	1.06	1.09	0.77	0.62	0.99	1.15	0.29	0.24	0.17	0.73	0.35	0.30	0.46	0.40	0.21	0.08	0.36	0.30	0.17	0.14	0.16	0.12	0.10	0.04	0.06	0.03	0.15	0.07	0.02	0.14	0.07	0.11	0.11	0.06	0.03	0.11	0.01	0.05	0.08	0.04	0.02	0.07	0.02	0.06	0.05	0.03	0.05	0.02	0.01	0.03	0.02	0.03	0.01	0.04

4000	3.20	2.35	2.63	2.02	3.16	1.76	2.87	0.88	0.54	0.37	3.76	4.57	0.46	0.57	2.43	0.76	4.20	0.52	4.05	1.27	0.44	1.85	2.26	1.02	2.15	0.48	0.13	0.33	1.74	1.25	0.82	0.72	2.06	2.28	1.53	1.23	1.74	1.10	0.14	0.85	1.11	0.80	0.08	0.88	0.20	0.25	0.09	0.50	0.17	0.20	0.17	0.27	0.21	0.05	0.28	0.06	0.08	0.10	0.06	0.02	0.04	0.13	0.15	0.10	0.08	0.10	0.10	0.03	0.10	0.11	0.02	0.05	0.03	0.06	0.01	0.06	0.06	0.04	0.04	0.02	0.04	0.03	0.04	0.04	0.01	0.03	0.01	0.03

4067	10.94	10.27	7.91	9.23	4.34	8.07	1.60	6.93	6.37	5.80	4.95	5.80	4.21	3.87	2.27	3.26	2.51	2.59	5.14	3.48	1.48	1.14	1.77	2.85	2.24	1.31	0.89	1.07	1.79	2.03	1.34	1.52	1.20	0.97	1.83	2.18	0.28	0.65	0.77	0.29	1.93	1.19	1.02	1.28	0.58	0.44	0.89	0.57	0.64	0.46	0.37	0.25	0.27	0.37	0.28	0.37	0.20	0.37	0.22	0.31	0.22	0.29	0.21	0.16	0.15	0.21	0.18	0.20	0.22	0.14	0.17	0.07	0.05	0.09	0.13	0.08	0.07	0.09	0.08	0.10	0.07	0.10	0.09	0.06	0.00	0.05	0.07	0.05

4133	1.66	1.22	8.28	0.86	4.89	1.46	2.51	2.02	2.48	2.39	3.67	4.37	1.79	1.70	3.20	1.45	4.20	1.29	4.00	1.15	0.41	0.75	2.47	0.95	2.25	0.44	0.74	0.40	1.60	1.73	1.42	0.75	0.60	0.63	0.88	1.65	2.50	2.46	1.08	1.22	3.08	0.80	0.46	1.36	0.76	0.37	0.31	0.37	0.12	0.18	0.11	0.37	0.19	0.15	0.21	0.07	0.01	0.02	0.03	0.09	0.07	0.03	0.02	0.22	0.13	0.15	0.16	0.04	0.02	0.17	0.03	0.08	0.05	0.08	0.03	0.11	0.04	0.08	0.08	0.01	0.07	0.00	0.01	0.07	0.00	0.05	0.01	0.05

4200	8.08	7.90	6.22	7.48	7.53	6.43	7.25	6.06	5.84	5.34	7.03	6.25	3.34	2.57	4.55	1.46	4.02	0.93	2.16	1.94	1.29	1.65	2.14	0.99	1.14	0.34	1.71	0.41	2.29	1.49	1.41	0.46	1.03	0.60	1.18	1.92	2.97	1.66	0.77	0.43	3.87	1.31	0.98	0.93	0.46	1.05	0.15	0.60	0.08	0.44	0.13	0.09	0.13	0.32	0.16	0.07	0.10	0.23	0.08	0.12	0.13	0.01	0.05	0.07	0.06	0.07	0.00	0.01	0.04	0.05	0.09	0.03	0.01	0.02	0.10	0.02	0.01	0.03	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.05	0.01

4267	12.01	10.47	14.44	6.42	11.54	3.00	9.90	1.20	0.91	0.68	7.09	5.75	0.84	0.80	1.62	0.81	0.75	1.15	1.29	1.55	1.12	2.70	3.74	3.34	0.47	1.69	2.96	1.76	1.97	2.09	1.83	2.41	4.27	5.12	2.92	2.12	3.08	0.44	1.70	1.39	1.66	0.42	0.31	0.51	0.44	0.23	0.49	0.30	0.12	0.13	0.23	0.04	0.04	0.07	0.14	0.34	0.10	0.00	0.06	0.00	0.08	0.16	0.19	0.09	0.02	0.05	0.03	0.16	0.12	0.05	0.02	0.02	0.01	0.03	0.01	0.05	0.04	0.01	0.00	0.09	0.01	0.07	0.05	0.02	0.02	0.01	0.00	0.02

4333	5.18	4.70	15.34	2.61	12.21	2.22	10.63	1.96	1.38	1.11	6.20	3.41	0.81	0.57	2.86	0.48	2.14	0.36	1.61	1.15	0.80	0.85	3.44	1.27	2.71	1.39	2.21	1.25	3.06	1.93	1.38	2.20	4.31	8.03	4.28	2.03	2.97	0.94	0.70	0.91	1.93	1.00	0.44	0.10	0.28	0.56	0.13	0.52	0.27	0.14	0.09	0.14	0.09	0.09	0.02	0.22	0.03	0.06	0.03	0.11	0.08	0.05	0.13	0.08	0.05	0.05	0.08	0.10	0.05	0.05	0.01	0.02	0.03	0.06	0.01	0.05	0.06	0.03	0.04	0.05	0.04	0.04	0.01	0.03	0.00	0.02	0.01	0.02

4400	3.71	3.82	2.66	4.17	4.48	3.60	5.55	2.76	2.14	1.74	5.31	4.40	1.54	1.37	1.86	1.25	1.07	1.30	2.83	0.19	1.31	1.93	3.17	1.25	1.29	0.20	0.13	0.08	2.55	0.71	0.20	1.23	2.17	4.29	3.12	1.76	2.70	1.68	1.58	0.27	2.70	1.64	0.25	0.24	0.07	0.45	0.37	0.13	0.05	0.17	0.19	0.19	0.31	0.05	0.08	0.09	0.07	0.08	0.05	0.04	0.05	0.03	0.11	0.08	0.11	0.12	0.08	0.06	0.06	0.06	0.04	0.02	0.02	0.06	0.03	0.03	0.01	0.06	0.06	0.03	0.03	0.03	0.01	0.03	0.01	0.03	0.01	0.02

4467	3.69	3.65	8.11	3.61	6.04	2.79	3.40	1.88	1.57	1.36	5.67	5.35	1.67	1.73	2.21	1.95	6.37	1.96	4.30	2.94	3.90	4.06	2.73	0.42	0.23	1.28	1.69	1.00	0.26	0.95	0.82	0.46	1.51	1.23	0.21	0.62	0.99	1.57	0.92	1.13	1.21	1.24	0.46	0.29	0.40	0.75	0.22	0.40	0.37	0.31	0.38	0.61	0.58	0.23	0.22	0.19	0.18	0.25	0.11	0.16	0.13	0.09	0.18	0.22	0.25	0.18	0.15	0.08	0.09	0.16	0.12	0.10	0.07	0.15	0.08	0.10	0.05	0.09	0.10	0.03	0.06	0.04	0.03	0.07	0.01	0.06	0.04	0.05

4533	2.35	2.45	5.42	2.36	4.77	2.54	4.42	3.11	3.35	3.54	3.46	2.81	2.75	2.55	2.71	2.26	2.13	2.12	1.70	1.18	1.27	1.12	1.65	1.48	1.65	0.85	1.07	0.62	0.77	1.25	1.27	1.08	0.17	0.35	0.68	0.81	0.96	0.38	1.02	0.33	2.06	0.71	0.50	0.26	0.46	0.25	0.14	0.31	0.03	0.10	0.10	0.50	0.08	0.11	0.10	0.04	0.02	0.05	0.02	0.05	0.08	0.04	0.02	0.09	0.06	0.07	0.06	0.01	0.02	0.07	0.02	0.03	0.02	0.03	0.01	0.05	0.00	0.04	0.04	0.01	0.03	0.01	0.01	0.02	0.00	0.02	0.00	0.02

4600	3.27	3.01	6.07	2.44	5.90	1.63	3.52	1.09	1.14	1.45	6.25	5.44	1.39	1.29	0.15	1.04	4.55	0.87	3.46	1.50	1.36	1.22	0.72	1.27	0.60	0.65	0.90	0.42	1.60	1.36	0.87	0.65	0.56	1.00	2.03	1.15	1.26	0.62	1.64	1.22	2.15	0.37	0.56	0.33	0.59	0.17	0.04	0.20	0.10	0.07	0.20	0.25	0.11	0.05	0.04	0.02	0.11	0.03	0.05	0.10	0.02	0.03	0.02	0.01	0.07	0.02	0.03	0.00	0.04	0.02	0.01	0.01	0.01	0.04	0.00	0.01	0.01	0.01	0.01	0.00	0.02	0.01	0.01	0.00	0.01	0.01	0.00	0.00

4667	9.55	9.11	3.85	8.29	6.37	7.23	6.21	6.25	5.89	5.43	3.71	3.27	5.03	4.83	4.55	4.46	3.28	3.91	5.55	1.87	4.25	1.93	3.06	0.82	0.81	1.57	0.54	1.11	1.47	2.28	1.38	0.23	0.63	2.29	1.41	0.43	0.15	0.86	1.38	0.72	3.09	0.39	0.40	0.43	0.95	0.18	0.12	0.61	0.36	0.41	0.25	0.42	0.39	0.30	0.38	0.18	0.18	0.18	0.09	0.10	0.30	0.09	0.07	0.18	0.13	0.19	0.20	0.08	0.02	0.12	0.11	0.15	0.10	0.07	0.08	0.09	0.06	0.10	0.11	0.04	0.09	0.02	0.03	0.08	0.03	0.08	0.04	0.05

4733	5.09	5.17	3.30	5.58	2.49	5.28	5.86	4.58	4.07	3.58	8.58	7.45	3.12	2.82	1.14	2.44	3.32	1.84	5.21	0.55	3.14	1.89	1.32	1.06	1.07	1.10	1.94	0.83	2.21	3.26	2.32	1.42	1.56	0.93	0.75	1.85	1.93	1.64	1.34	1.98	2.34	0.94	0.37	0.76	0.67	0.17	0.22	0.39	0.08	0.43	0.35	0.46	0.44	0.10	0.36	0.14	0.11	0.09	0.12	0.01	0.23	0.18	0.14	0.23	0.19	0.23	0.22	0.09	0.08	0.16	0.06	0.13	0.07	0.11	0.03	0.12	0.06	0.11	0.10	0.04	0.10	0.03	0.05	0.07	0.02	0.07	0.02	0.06

4800	6.95	6.18	9.02	5.80	8.07	5.79	7.75	5.28	4.38	3.57	5.54	5.28	2.41	2.02	2.57	1.51	0.80	1.09	2.95	1.39	0.67	1.46	2.46	1.17	1.50	1.33	1.95	1.28	3.51	3.69	2.59	1.18	0.80	2.39	1.29	0.93	0.66	0.48	0.67	0.39	1.40	0.96	0.18	0.50	0.06	0.19	0.25	0.47	0.20	0.13	0.34	0.28	0.18	0.08	0.05	0.14	0.08	0.04	0.08	0.15	0.07	0.16	0.11	0.14	0.04	0.16	0.14	0.06	0.06	0.10	0.02	0.01	0.04	0.03	0.02	0.07	0.05	0.07	0.03	0.03	0.06	0.03	0.04	0.02	0.00	0.02	0.01	0.03

4867	10.52	9.94	16.85	9.29	13.58	8.29	8.82	6.53	5.42	4.29	2.63	2.71	2.26	1.79	2.52	1.12	4.44	0.80	0.35	3.05	1.41	2.61	1.52	0.51	1.40	0.65	1.26	0.61	1.78	1.57	1.68	1.47	1.34	0.65	1.66	1.41	1.52	1.29	1.01	0.97	2.09	1.00	0.75	0.39	0.37	0.46	0.51	0.39	0.31	0.43	0.22	0.06	0.14	0.18	0.22	0.01	0.04	0.18	0.03	0.26	0.05	0.06	0.03	0.04	0.07	0.00	0.02	0.02	0.03	0.04	0.09	0.09	0.03	0.05	0.06	0.02	0.03	0.01	0.01	0.01	0.00	0.01	0.01	0.02	0.00	0.01	0.03	0.01

